Loan_ID,Disbursement_Date,Sector,Region,Loan_Amount,Tenure_Months,Interest_Rate,Outstanding_Principal,Days_Past_Due
MSME-02318,2022-08-01,Trading,East,3840000.0,48,16.59,0.0,0
MSME-02319,2025-01-22,Trading,South,270000.0,60,11.71,204390.24,0
MSME-02320,2022-10-20,Trading,West,19400000.0,12,16.6,0.0,0
MSME-02321,2024-05-20,Household Loan,North,8690000.0,12,11.84,0.0,15
MSME-02322,2025-07-29,Education,South,19390000.0,36,11.87,13757458.56,0
MSME-02323,2021-09-07,Agriculture Tech,South,2890000.0,12,17.64,0.0,0
MSME-02324,2023-01-03,Trading,East,11790000.0,12,16.74,0.0,0
MSME-02325,2023-09-29,Personal Loan,North,4100000.0,24,14.87,0.0,0
MSME-02326,2021-06-16,Household Loan,North,15820000.0,12,17.12,0.0,0
MSME-02327,2022-10-17,Personal Loan,North,15700000.0,12,17.93,0.0,0
MSME-02328,2025-02-19,Manufacturing,East,2340000.0,24,15.27,740018.71,0
MSME-02329,2023-04-11,Agriculture Tech,North,18250000.0,12,15.29,0.0,0
MSME-02330,2022-03-07,Manufacturing,South,3970000.0,12,16.28,0.0,0
MSME-02331,2023-03-10,Trading,North,12300000.0,36,12.62,0.0,0
MSME-02332,2023-12-17,Manufacturing,West,19710000.0,12,12.17,0.0,0
MSME-02333,2024-06-04,Agriculture Tech,West,17660000.0,12,16.32,0.0,0
MSME-02334,2023-10-18,Agriculture Tech,South,19140000.0,36,13.41,1590530.1,0
MSME-02335,2022-11-09,Manufacturing,South,6920000.0,24,11.95,0.0,0
MSME-02336,2021-07-10,Trading,North,2200000.0,12,13.2,0.0,15
MSME-02337,2023-10-27,Services,North,3850000.0,60,13.51,2040086.65,0
MSME-02338,2025-10-29,Trading,South,10060000.0,24,17.76,6789033.19,120
MSME-02339,2025-03-25,Manufacturing,East,15890000.0,24,15.89,5839630.61,0
MSME-02340,2023-06-04,Trading,South,3090000.0,12,14.72,0.0,0
MSME-02341,2022-02-11,Education,West,13230000.0,36,17.78,0.0,0
MSME-02342,2026-03-24,Manufacturing,South,6540000.0,24,17.32,5624194.95,0
MSME-02343,2024-01-06,Manufacturing,East,6890000.0,36,14.58,1182064.34,0
MSME-02344,2021-02-27,Trading,South,13270000.0,60,17.34,0.0,0
MSME-02345,2025-09-02,Household Loan,South,9390000.0,36,13.83,6999163.91,0
MSME-02346,2022-10-15,Agriculture Tech,South,16260000.0,48,12.61,951008.31,45
MSME-02347,2025-08-31,Agriculture Tech,South,3200000.0,36,12.63,2368622.51,120
MSME-02348,2023-02-19,Trading,South,15820000.0,24,15.64,0.0,0
MSME-02349,2023-06-20,Services,East,1380000.0,36,14.51,0.0,120
MSME-02350,2023-10-21,Manufacturing,West,3960000.0,36,15.61,351733.29,0
MSME-02351,2021-07-16,Agriculture Tech,South,13160000.0,48,15.8,0.0,0
MSME-02352,2026-06-13,Household Loan,North,17110000.0,48,11.16,16768373.93,0
MSME-02353,2024-09-05,Agriculture Tech,South,5130000.0,12,11.38,0.0,0
MSME-02354,2021-11-16,Personal Loan,South,6610000.0,24,14.73,0.0,0
MSME-02355,2023-10-06,Education,North,10790000.0,12,12.34,0.0,15
MSME-02356,2024-11-30,Manufacturing,West,4310000.0,48,15.43,2838738.06,0
MSME-02357,2023-06-03,Household Loan,West,16240000.0,36,14.87,0.0,0
MSME-02358,2025-11-25,Manufacturing,West,15500000.0,48,15.1,13552045.65,15
MSME-02359,2024-11-24,Services,North,2990000.0,60,13.12,2197703.47,0
MSME-02360,2026-05-24,Manufacturing,West,9330000.0,36,15.48,8944692.56,15
MSME-02361,2021-04-17,Manufacturing,East,15520000.0,12,16.81,0.0,0
MSME-02362,2021-10-26,Trading,South,6810000.0,36,17.99,0.0,0
MSME-02363,2024-08-19,Trading,South,12700000.0,60,16.87,8975708.73,0
MSME-02364,2022-04-01,Services,West,1100000.0,48,14.9,0.0,0
MSME-02365,2023-10-01,Services,South,12210000.0,24,12.35,0.0,0
MSME-02366,2023-03-16,Manufacturing,South,3140000.0,24,15.77,0.0,0
MSME-02367,2023-12-26,Manufacturing,South,16630000.0,24,17.56,0.0,0
MSME-02368,2023-02-16,Services,South,7170000.0,48,12.48,1167753.05,0
MSME-02369,2023-10-08,Trading,North,5700000.0,24,12.79,0.0,0
MSME-02370,2022-03-08,Education,West,16830000.0,60,12.04,2474433.14,0
MSME-02371,2024-12-06,Agriculture Tech,East,1100000.0,48,16.16,732380.82,0
MSME-02372,2022-03-25,Personal Loan,East,7990000.0,24,13.85,0.0,0
MSME-02373,2025-04-28,Agriculture Tech,North,7460000.0,12,11.44,0.0,0
MSME-02374,2025-09-30,Trading,East,5770000.0,48,17.12,4894019.38,0
MSME-02375,2022-07-31,Agriculture Tech,North,18240000.0,48,14.9,0.0,120
MSME-02376,2024-12-23,Trading,North,15040000.0,36,13.32,7805332.21,0
MSME-02377,2022-04-20,Trading,South,1370000.0,24,13.41,0.0,75
MSME-02378,2022-02-22,Education,South,14320000.0,12,13.03,0.0,0
MSME-02379,2024-02-13,Trading,South,10590000.0,60,14.19,6293862.61,0
MSME-02380,2022-07-16,Education,North,18030000.0,48,13.36,0.0,0
MSME-02381,2021-08-27,Personal Loan,South,6330000.0,60,14.84,64455.04,0
MSME-02382,2025-08-30,Personal Loan,North,11530000.0,60,16.41,10087927.67,0
MSME-02383,2021-12-24,Household Loan,West,10070000.0,60,15.72,1034059.34,45
MSME-02384,2024-09-15,Trading,South,9840000.0,36,13.06,4173792.01,45
MSME-02385,2023-04-09,Trading,East,9180000.0,60,14.7,3844566.43,0
MSME-02386,2022-10-09,Services,South,4190000.0,24,16.88,0.0,0
MSME-02387,2024-06-26,Trading,North,15140000.0,24,11.48,0.0,0
MSME-02388,2024-09-02,Agriculture Tech,West,9080000.0,12,11.55,0.0,0
MSME-02389,2023-09-03,Education,South,19170000.0,12,14.89,0.0,0
MSME-02390,2025-01-21,Agriculture Tech,South,5290000.0,60,15.47,4094170.54,0
MSME-02391,2021-11-26,Trading,East,13690000.0,60,12.48,1042913.01,15
MSME-02392,2026-05-26,Manufacturing,North,18820000.0,36,16.22,18079248.35,0
MSME-02393,2022-11-03,Trading,West,13300000.0,60,15.52,4303393.38,0
MSME-02394,2025-04-03,Manufacturing,South,17440000.0,60,17.46,14213076.3,0
MSME-02395,2022-04-18,Personal Loan,South,16570000.0,60,12.18,2909171.51,0
MSME-02396,2021-01-20,Trading,North,7270000.0,48,16.26,0.0,15
MSME-02397,2021-12-13,Manufacturing,North,12040000.0,48,11.59,0.0,15
MSME-02398,2023-01-08,Manufacturing,West,3210000.0,36,14.96,0.0,0
MSME-02399,2021-04-20,Agriculture Tech,East,10760000.0,36,14.86,0.0,0
MSME-02400,2022-03-03,Agriculture Tech,North,4690000.0,24,13.72,0.0,0
MSME-02401,2024-10-29,Trading,North,14900000.0,36,16.91,7156994.35,0
MSME-02402,2023-12-21,Manufacturing,East,10610000.0,24,11.03,0.0,15
MSME-02403,2025-07-02,Trading,South,8280000.0,60,14.64,6988024.25,120
MSME-02404,2023-08-14,Trading,South,5450000.0,36,12.52,60372.08,45
MSME-02405,2026-02-21,Agriculture Tech,South,19970000.0,36,16.2,17768980.12,15
MSME-02406,2025-08-22,Agriculture Tech,North,1530000.0,36,11.3,1114646.46,0
MSME-02407,2023-06-19,Trading,East,970000.0,24,16.82,0.0,0
MSME-02408,2026-04-07,Trading,West,4420000.0,24,16.87,3874754.79,0
MSME-02409,2025-09-06,Household Loan,North,19420000.0,12,16.83,2551278.68,0
MSME-02410,2024-04-27,Services,South,19590000.0,24,12.07,0.0,0
MSME-02411,2025-03-06,Agriculture Tech,South,13130000.0,24,15.41,4446284.93,15
MSME-02412,2022-09-04,Manufacturing,South,17610000.0,48,11.1,391813.98,15
MSME-02413,2024-02-15,Services,South,4360000.0,36,16.94,958177.05,0
MSME-02414,2026-02-02,Manufacturing,West,19440000.0,24,16.06,15466951.45,15
MSME-02415,2024-05-07,Services,South,2940000.0,36,14.72,881081.51,0
MSME-02416,2025-03-28,Household Loan,South,2110000.0,36,16.11,1299353.76,0
MSME-02417,2025-12-03,Trading,South,2330000.0,48,11.66,2029181.76,0
MSME-02418,2025-08-25,Manufacturing,North,11510000.0,36,14.7,8530788.15,0
MSME-02419,2024-06-11,Manufacturing,North,15640000.0,24,13.04,0.0,0
MSME-02420,2026-02-21,Trading,East,7400000.0,36,17.81,6602556.09,0
MSME-02421,2025-01-29,Manufacturing,North,19560000.0,12,17.0,0.0,0
MSME-02422,2024-01-08,Manufacturing,East,8740000.0,12,16.13,0.0,0
MSME-02423,2026-03-27,Education,South,3090000.0,48,17.54,2916004.46,0
MSME-02424,2022-09-06,Services,South,9370000.0,24,13.43,0.0,0
MSME-02425,2026-03-11,Trading,South,13610000.0,48,17.31,12728569.32,0
MSME-02426,2023-04-16,Household Loan,South,16660000.0,12,13.28,0.0,45
MSME-02427,2025-11-12,Manufacturing,North,9230000.0,24,16.13,6366389.75,0
MSME-02428,2022-06-16,Household Loan,South,11910000.0,36,16.15,0.0,0
MSME-02429,2021-09-24,Trading,East,5420000.0,24,11.13,0.0,15
MSME-02430,2021-04-22,Personal Loan,East,12950000.0,60,13.53,0.0,0
MSME-02431,2021-04-15,Agriculture Tech,South,19720000.0,24,11.14,0.0,0
MSME-02432,2023-09-24,Personal Loan,South,1080000.0,36,17.98,65039.51,15
MSME-02433,2022-11-12,Household Loan,North,17740000.0,60,11.86,5515163.95,0
MSME-02434,2023-11-13,Trading,North,11290000.0,48,14.8,4358028.53,0
MSME-02435,2023-04-25,Household Loan,North,5120000.0,24,16.53,0.0,75
MSME-02436,2024-11-17,Trading,West,19100000.0,48,12.41,12153158.17,15
MSME-02437,2021-06-10,Trading,North,9720000.0,24,14.4,0.0,0
MSME-02438,2021-09-25,Trading,North,6700000.0,12,15.25,0.0,0
MSME-02439,2022-09-24,Services,South,3710000.0,12,12.12,0.0,0
MSME-02440,2024-04-09,Manufacturing,North,4960000.0,36,16.45,1367870.25,75
MSME-02441,2022-08-11,Services,East,16670000.0,12,13.1,0.0,0
MSME-02442,2025-02-18,Services,North,12330000.0,60,12.48,9538712.26,0
MSME-02443,2024-05-02,Education,North,18270000.0,60,14.91,11703668.55,45
MSME-02444,2024-03-15,Personal Loan,East,4720000.0,24,13.87,0.0,75
MSME-02445,2024-12-01,Trading,South,2510000.0,48,17.44,1677444.88,45
MSME-02446,2021-12-05,Trading,East,220000.0,60,17.16,19980.43,0
MSME-02447,2025-11-30,Trading,South,10210000.0,24,14.38,7246420.63,0
MSME-02448,2025-11-19,Manufacturing,South,19970000.0,48,13.51,17317317.81,0
MSME-02449,2021-04-15,Manufacturing,East,13930000.0,12,13.28,0.0,0
MSME-02450,2021-01-16,Trading,North,6240000.0,24,12.87,0.0,0
MSME-02451,2022-06-18,Trading,South,17550000.0,48,14.81,0.0,0
MSME-02452,2022-10-04,Household Loan,South,15660000.0,36,16.63,0.0,0
MSME-02453,2024-01-05,Services,South,410000.0,36,13.18,68763.61,0
MSME-02454,2025-09-25,Trading,East,16360000.0,60,12.33,14301959.02,0
MSME-02455,2025-10-07,Services,West,6080000.0,48,14.33,5134821.82,0
MSME-02456,2022-10-20,Manufacturing,West,3080000.0,36,11.48,0.0,0
MSME-02457,2022-08-04,Trading,East,4600000.0,60,15.91,1215265.73,120
MSME-02458,2023-08-23,Agriculture Tech,South,9420000.0,24,14.63,0.0,0
MSME-02459,2023-05-27,Services,North,8550000.0,24,14.47,0.0,0
MSME-02460,2022-03-13,Trading,South,5850000.0,48,13.1,0.0,0
MSME-02461,2022-02-08,Household Loan,South,3530000.0,48,17.33,0.0,0
MSME-02462,2023-01-12,Personal Loan,South,15270000.0,48,11.63,2015648.57,0
MSME-02463,2022-06-30,Agriculture Tech,West,19800000.0,48,17.09,0.0,0
MSME-02464,2023-07-28,Services,South,15580000.0,36,13.64,0.0,0
MSME-02465,2022-05-11,Agriculture Tech,South,5990000.0,36,17.16,0.0,0
MSME-02466,2024-10-19,Trading,South,4970000.0,60,16.1,3640304.41,0
MSME-02467,2025-06-15,Trading,West,4430000.0,36,11.73,2970885.18,120
MSME-02468,2022-05-09,Manufacturing,East,2820000.0,24,16.82,0.0,0
MSME-02469,2022-05-13,Services,East,11070000.0,60,15.78,2275763.89,0
MSME-02470,2022-03-13,Services,South,12150000.0,36,11.23,0.0,0
MSME-02471,2023-07-14,Trading,West,14140000.0,48,11.94,3956730.75,120
MSME-02472,2025-09-11,Household Loan,North,13640000.0,36,15.45,10333028.7,0
MSME-02473,2024-01-26,Household Loan,West,5920000.0,12,15.64,0.0,0
MSME-02474,2023-07-08,Education,South,6670000.0,60,16.23,3215729.13,15
MSME-02475,2026-02-01,Services,South,13660000.0,36,16.04,11939491.57,0
MSME-02476,2024-12-17,Personal Loan,South,7050000.0,36,15.62,3679015.1,0
MSME-02477,2021-03-01,Manufacturing,East,4330000.0,24,16.36,0.0,0
MSME-02478,2021-07-27,Education,North,7550000.0,48,15.03,0.0,0
MSME-02479,2025-04-22,Manufacturing,West,5510000.0,48,12.83,4068975.92,0
MSME-02480,2025-06-08,Education,South,1860000.0,24,17.39,890525.39,0
MSME-02481,2023-10-30,Trading,South,16620000.0,24,11.13,0.0,0
MSME-02482,2023-04-04,Personal Loan,North,17080000.0,12,13.57,0.0,0
MSME-02483,2024-03-17,Household Loan,South,4470000.0,60,16.1,2786061.25,0
MSME-02484,2022-05-23,Manufacturing,South,1390000.0,48,13.99,0.0,0
MSME-02485,2023-08-12,Services,South,14800000.0,24,11.17,0.0,0
MSME-02486,2023-02-12,Household Loan,East,4310000.0,24,11.46,0.0,0
MSME-02487,2023-12-24,Services,South,7930000.0,60,15.54,4556231.27,0
MSME-02488,2026-04-15,Personal Loan,West,1380000.0,24,17.75,1224532.91,0
MSME-02489,2023-10-23,Services,South,4600000.0,12,14.86,0.0,0
MSME-02490,2023-07-19,Trading,West,15880000.0,60,14.55,7599520.16,0
MSME-02491,2022-01-03,Trading,North,16110000.0,12,13.23,0.0,0
MSME-02492,2023-10-10,Trading,South,4220000.0,36,12.8,311267.78,0
MSME-02493,2023-03-27,Education,South,6780000.0,48,11.15,1294579.45,0
MSME-02494,2021-12-01,Trading,South,2770000.0,24,12.91,0.0,0
MSME-02495,2025-08-02,Services,West,1580000.0,60,14.14,1352351.48,45
MSME-02496,2025-03-28,Services,North,19840000.0,12,12.39,0.0,0
MSME-02497,2023-10-30,Services,North,13150000.0,48,11.61,4748870.73,0
MSME-02498,2026-05-11,Personal Loan,West,10890000.0,48,16.02,10511017.22,15
MSME-02499,2025-08-06,Household Loan,North,15330000.0,24,17.26,8594765.76,0
MSME-02500,2022-02-12,Trading,East,16820000.0,48,17.56,0.0,0
MSME-02501,2023-01-20,Personal Loan,South,16150000.0,24,15.33,0.0,0
MSME-02502,2023-12-26,Education,West,430000.0,36,11.37,66107.62,0
MSME-02503,2024-01-10,Services,North,3820000.0,24,16.19,0.0,15
MSME-02504,2025-10-19,Household Loan,North,13130000.0,12,11.77,3315392.74,0
MSME-02505,2021-08-04,Trading,South,7580000.0,48,15.69,0.0,0
MSME-02506,2024-09-21,Manufacturing,West,19650000.0,48,16.46,12132150.16,0
MSME-02507,2024-11-13,Personal Loan,South,13340000.0,48,16.08,8678245.58,75
MSME-02508,2021-12-12,Trading,South,19140000.0,24,17.66,0.0,0
MSME-02509,2023-05-03,Personal Loan,East,4110000.0,60,16.17,1816719.8,0
MSME-02510,2026-03-12,Personal Loan,West,17290000.0,24,15.85,14578660.5,0
MSME-02511,2025-12-04,Manufacturing,West,6490000.0,12,12.83,2494671.76,0
MSME-02512,2022-10-27,Personal Loan,West,19790000.0,24,17.47,0.0,0
MSME-02513,2023-04-09,Trading,North,3240000.0,48,12.26,663257.28,0
MSME-02514,2024-05-31,Services,North,10380000.0,36,17.33,3449466.92,0
MSME-02515,2021-11-09,Agriculture Tech,East,15880000.0,12,13.19,0.0,0
MSME-02516,2026-06-09,Household Loan,West,8710000.0,36,11.91,8439586.91,0
MSME-02517,2021-02-02,Manufacturing,South,9410000.0,12,16.79,0.0,0
MSME-02518,2025-12-18,Services,North,19730000.0,12,11.02,8318676.62,0
MSME-02519,2021-07-16,Agriculture Tech,West,8560000.0,48,16.82,0.0,0
MSME-02520,2023-06-01,Education,North,12120000.0,24,12.84,0.0,0
MSME-02521,2023-05-17,Agriculture Tech,South,1190000.0,48,17.19,300007.06,0
MSME-02522,2024-08-06,Manufacturing,South,16860000.0,48,15.84,9837710.09,45
MSME-02523,2021-11-26,Trading,South,13000000.0,48,15.66,0.0,0
MSME-02524,2022-10-13,Trading,East,8140000.0,36,13.56,0.0,0
MSME-02525,2021-06-22,Personal Loan,South,420000.0,12,11.42,0.0,75
MSME-02526,2021-11-09,Trading,East,11870000.0,60,16.81,829236.03,15
MSME-02527,2023-02-03,Trading,South,350000.0,24,12.2,0.0,0
MSME-02528,2021-08-27,Household Loan,South,120000.0,48,13.61,0.0,0
MSME-02529,2024-10-27,Manufacturing,East,12360000.0,12,15.2,0.0,15
MSME-02530,2022-09-21,Household Loan,South,3860000.0,24,14.38,0.0,0
MSME-02531,2025-08-07,Agriculture Tech,North,3920000.0,60,12.39,3341392.28,0
MSME-02532,2022-07-14,Personal Loan,North,13100000.0,60,11.98,3054692.3,0
MSME-02533,2024-08-01,Trading,North,1170000.0,48,11.86,656135.45,0
MSME-02534,2025-12-12,Manufacturing,South,6340000.0,60,17.04,5823321.5,0
MSME-02535,2022-08-19,Education,West,3070000.0,60,11.22,778050.09,0
MSME-02536,2025-02-28,Personal Loan,East,11650000.0,24,17.84,3902917.0,0
MSME-02537,2025-10-03,Education,West,13270000.0,24,12.39,8332937.28,0
MSME-02538,2022-07-30,Manufacturing,South,14450000.0,48,11.77,0.0,0
MSME-02539,2023-09-04,Education,South,5180000.0,12,15.04,0.0,0
MSME-02540,2023-05-14,Education,South,1880000.0,48,11.56,433305.48,0
MSME-02541,2021-11-12,Agriculture Tech,North,1670000.0,36,15.22,0.0,0
MSME-02542,2023-05-30,Education,North,8580000.0,60,16.95,3972732.06,0
MSME-02543,2022-08-30,Personal Loan,South,18920000.0,12,11.34,0.0,0
MSME-02544,2024-09-30,Agriculture Tech,West,4430000.0,24,16.6,448533.82,0
MSME-02545,2025-06-30,Manufacturing,North,5210000.0,36,13.76,3596949.54,0
MSME-02546,2023-11-24,Services,North,2110000.0,36,12.12,255945.94,0
MSME-02547,2023-07-27,Manufacturing,West,12150000.0,60,12.23,5701759.11,15
MSME-02548,2023-08-13,Trading,South,13630000.0,24,17.43,0.0,0
MSME-02549,2025-05-05,Trading,West,12890000.0,12,11.77,0.0,0
MSME-02550,2024-10-29,Manufacturing,East,17240000.0,24,17.07,2541878.73,0
MSME-02551,2025-10-20,Trading,West,9780000.0,60,14.81,8722116.95,0
MSME-02552,2022-09-23,Manufacturing,South,2780000.0,36,11.27,0.0,0
MSME-02553,2026-02-12,Personal Loan,East,5860000.0,60,14.25,5497621.55,0
MSME-02554,2024-06-19,Household Loan,South,13280000.0,48,16.72,7366965.88,0
MSME-02555,2026-03-21,Manufacturing,East,12300000.0,36,16.08,11205861.89,0
MSME-02556,2021-05-15,Household Loan,South,10670000.0,60,14.42,0.0,0
MSME-02557,2022-04-26,Services,North,13690000.0,12,17.02,0.0,15
MSME-02558,2026-06-06,Trading,South,12780000.0,12,11.84,11331492.0,0
MSME-02559,2026-01-12,Manufacturing,South,17640000.0,12,17.37,8807761.68,15
MSME-02560,2026-01-25,Services,West,11760000.0,48,16.93,10715825.99,0
MSME-02561,2022-12-23,Education,East,15590000.0,24,15.96,0.0,0
MSME-02562,2023-05-11,Education,East,5050000.0,12,16.73,0.0,0
MSME-02563,2025-02-12,Manufacturing,North,13600000.0,48,14.81,9564371.49,0
MSME-02564,2022-05-30,Manufacturing,East,18050000.0,12,15.73,0.0,0
MSME-02565,2025-12-28,Trading,South,7780000.0,48,14.92,6941980.14,0
MSME-02566,2025-11-29,Trading,West,15600000.0,12,13.49,5787888.26,0
MSME-02567,2025-12-12,Trading,West,14520000.0,24,14.98,10551423.23,0
MSME-02568,2023-01-18,Trading,North,1280000.0,60,12.8,458210.11,0
MSME-02569,2024-10-24,Personal Loan,West,11670000.0,12,14.08,0.0,0
MSME-02570,2021-12-18,Household Loan,North,2690000.0,60,12.97,249829.86,0
MSME-02571,2022-06-02,Trading,South,19350000.0,12,11.86,0.0,0
MSME-02572,2024-01-27,Household Loan,South,16250000.0,24,13.25,0.0,0
MSME-02573,2025-09-05,Trading,North,2280000.0,60,16.96,2004124.02,15
MSME-02574,2021-05-18,Services,East,2520000.0,48,13.67,0.0,0
MSME-02575,2026-02-07,Trading,North,11930000.0,12,16.24,6798881.83,45
MSME-02576,2025-12-11,Agriculture Tech,North,6960000.0,12,12.23,2807725.19,0
MSME-02577,2023-01-26,Household Loan,South,790000.0,48,13.97,117657.31,0
MSME-02578,2022-07-02,Agriculture Tech,East,10880000.0,24,11.8,0.0,45
MSME-02579,2021-07-09,Trading,West,7820000.0,36,11.97,0.0,0
MSME-02580,2026-05-28,Agriculture Tech,East,2110000.0,12,15.32,1824706.95,120
MSME-02581,2023-07-14,Manufacturing,East,16060000.0,48,15.25,4698519.77,0
MSME-02582,2024-08-07,Personal Loan,South,18310000.0,36,12.49,7036576.44,0
MSME-02583,2021-05-04,Services,North,15160000.0,12,14.32,0.0,120
MSME-02584,2023-02-01,Trading,North,16470000.0,60,17.04,6424843.05,0
MSME-02585,2025-03-03,Services,South,4410000.0,48,12.22,3106298.25,0
MSME-02586,2024-11-18,Agriculture Tech,East,5350000.0,60,11.13,3862612.71,0
MSME-02587,2024-06-16,Manufacturing,South,4250000.0,24,15.56,0.0,0
MSME-02588,2025-06-11,Agriculture Tech,East,15320000.0,36,11.37,10201589.33,0
MSME-02589,2025-02-22,Trading,South,18960000.0,48,17.86,13692583.97,120
MSME-02590,2022-05-15,Education,North,14370000.0,12,15.27,0.0,0
MSME-02591,2022-08-18,Personal Loan,North,17640000.0,12,14.29,0.0,0
MSME-02592,2025-06-09,Personal Loan,West,12810000.0,36,14.01,8620539.79,0
MSME-02593,2026-06-02,Services,East,7810000.0,60,15.01,7671409.35,0
MSME-02594,2024-02-27,Services,West,8570000.0,60,11.63,5026868.23,0
MSME-02595,2024-05-05,Manufacturing,North,1600000.0,48,17.51,843189.5,0
MSME-02596,2021-03-31,Education,West,730000.0,48,15.38,0.0,120
MSME-02597,2023-09-03,Trading,North,13940000.0,60,12.29,6853693.72,0
MSME-02598,2021-05-30,Services,North,8820000.0,48,14.94,0.0,0
MSME-02599,2024-02-24,Trading,West,11090000.0,60,11.93,6506971.35,0
MSME-02600,2026-02-23,Manufacturing,South,11200000.0,36,11.12,9894336.98,15
MSME-02601,2023-07-22,Agriculture Tech,East,5620000.0,48,15.41,1683755.74,0
MSME-02602,2025-02-06,Manufacturing,North,9570000.0,60,15.54,7480688.45,0
MSME-02603,2026-02-26,Education,South,9470000.0,48,15.09,8762741.32,0
MSME-02604,2022-09-24,Trading,West,7830000.0,12,12.28,0.0,0
MSME-02605,2025-07-16,Manufacturing,South,16430000.0,12,15.22,0.0,0
MSME-02606,2021-04-20,Services,East,9080000.0,24,11.4,0.0,0
MSME-02607,2022-01-25,Manufacturing,North,12110000.0,60,15.26,1520853.02,0
MSME-02608,2026-03-29,Trading,East,17920000.0,24,14.88,15468426.02,15
MSME-02609,2023-03-05,Education,South,17340000.0,60,15.59,6974484.15,0
MSME-02610,2022-10-16,Manufacturing,North,17820000.0,48,17.27,1144186.0,0
MSME-02611,2024-06-17,Personal Loan,South,5470000.0,60,16.95,3696463.44,0
MSME-02612,2021-06-14,Manufacturing,North,800000.0,12,17.86,0.0,0
MSME-02613,2024-07-20,Trading,West,5300000.0,48,17.83,3081667.31,120
MSME-02614,2025-09-08,Education,South,5650000.0,12,16.41,774285.4,0
MSME-02615,2023-12-09,Trading,North,18200000.0,48,17.69,7626280.95,0
MSME-02616,2024-08-24,Manufacturing,South,13020000.0,60,17.07,9247471.75,0
MSME-02617,2022-03-19,Trading,South,1730000.0,60,16.09,288748.07,0
MSME-02618,2025-07-01,Trading,East,2790000.0,12,11.53,0.0,0
MSME-02619,2021-12-06,Personal Loan,West,3200000.0,36,11.34,0.0,0
MSME-02620,2024-03-17,Trading,South,12650000.0,60,16.86,7940415.33,0
MSME-02621,2021-02-21,Education,West,14730000.0,36,14.43,0.0,0
MSME-02622,2025-04-18,Personal Loan,South,17210000.0,48,16.7,12925850.83,0
MSME-02623,2024-07-22,Trading,North,18820000.0,36,13.19,6982256.24,0
MSME-02624,2021-03-09,Household Loan,East,4110000.0,12,13.78,0.0,0
MSME-02625,2025-09-02,Trading,South,6260000.0,24,15.9,3720002.48,0
MSME-02626,2023-04-19,Household Loan,East,4880000.0,24,17.41,0.0,0
MSME-02627,2022-07-25,Manufacturing,West,7240000.0,12,11.61,0.0,0
MSME-02628,2021-10-12,Agriculture Tech,South,18300000.0,24,17.03,0.0,0
MSME-02629,2022-04-09,Services,West,11540000.0,12,16.55,0.0,0
MSME-02630,2024-10-18,Trading,West,14790000.0,60,13.21,10607889.23,0
MSME-02631,2024-04-28,Agriculture Tech,South,9850000.0,36,13.49,2825560.72,0
MSME-02632,2023-04-06,Education,East,670000.0,24,11.33,0.0,120
MSME-02633,2025-10-31,Manufacturing,South,1380000.0,60,11.11,1223978.44,0
MSME-02634,2021-06-01,Manufacturing,West,10800000.0,24,14.34,0.0,0
MSME-02635,2025-05-03,Education,East,14400000.0,48,11.67,10667667.38,0
MSME-02636,2026-04-23,Agriculture Tech,North,4390000.0,12,12.36,3378013.88,0
MSME-02637,2021-12-16,Household Loan,South,14470000.0,12,16.93,0.0,15
MSME-02638,2023-11-10,Education,East,16230000.0,60,15.0,8874937.77,45
MSME-02639,2025-08-24,Household Loan,North,8300000.0,48,15.44,6825433.77,0
MSME-02640,2024-03-14,Education,North,14950000.0,36,12.31,3552191.61,0
MSME-02641,2024-07-04,Trading,South,8140000.0,48,16.8,4603249.79,0
MSME-02642,2021-06-08,Manufacturing,South,13600000.0,48,17.08,0.0,0
MSME-02643,2022-12-08,Education,South,15300000.0,36,14.66,0.0,0
MSME-02644,2025-01-13,Agriculture Tech,South,19840000.0,36,17.39,10978771.33,0
MSME-02645,2024-09-06,Manufacturing,North,6970000.0,48,16.91,4248354.44,0
MSME-02646,2023-02-19,Trading,East,8280000.0,24,16.12,0.0,0
MSME-02647,2024-04-04,Household Loan,South,3400000.0,24,16.14,0.0,0
MSME-02648,2025-07-06,Services,North,4160000.0,48,11.74,3248595.55,0
MSME-02649,2023-05-24,Trading,South,13900000.0,24,12.9,0.0,0
MSME-02650,2023-05-02,Services,South,18350000.0,36,11.47,0.0,120
MSME-02651,2021-03-07,Trading,North,7950000.0,36,11.06,0.0,120
MSME-02652,2021-10-27,Trading,North,3680000.0,24,12.11,0.0,0
MSME-02653,2023-11-15,Trading,North,5770000.0,36,17.16,686000.62,0
MSME-02654,2024-07-28,Manufacturing,West,9160000.0,12,12.68,0.0,0
MSME-02655,2026-06-07,Education,West,5880000.0,36,17.79,5704782.91,0
MSME-02656,2021-08-07,Trading,West,4750000.0,48,15.18,0.0,0
MSME-02657,2023-11-02,Personal Loan,East,14750000.0,60,12.66,7789487.92,0
MSME-02658,2021-12-07,Personal Loan,East,260000.0,24,14.48,0.0,0
MSME-02659,2021-01-03,Trading,South,10830000.0,24,12.53,0.0,0
MSME-02660,2022-03-09,Agriculture Tech,East,15900000.0,36,17.89,0.0,0
MSME-02661,2025-01-04,Services,North,5400000.0,36,16.93,2934237.47,0
MSME-02662,2026-04-24,Personal Loan,East,12110000.0,60,11.18,11671727.43,0
